ID,TWEET,DATE,GEOLABEL,PLACE,WORDSF,LABELS,RATE,TARGET
1432360000000000000,buenosdias cadereyta montes ubicada zona central querataro privilegio contar gran variedad ecosistemas fungir entrada hacia sierra gorda turismo destino viajeros maxico,30/08/2021 15:00,"21.429741235257406, -99.32242911677466",SG,"['buenosdias', 'cadereyta', 'montes', 'ubicada', 'zona', 'central', 'querataro', 'privilegio', 'contar', 'gran', 'variedad', 'ecosistemas', 'fungir', 'entrada', 'hacia', 'sierra', 'gorda', 'turismo', 'destino', 'viajeros', 'maxico']","['turismo', 'turismo', 'turismo']",3,1
1432410000000000000,acambia rutina vuela europallegaron mejores tarifas iberiaaprovachalas visitar espanainformes of puebla tel of tehuacan tel aviajemos juntos ,30/08/2021 18:46,"18.4664537056607, -97.4000858726468",TC,"['acambia', 'rutina', 'vuela', 'europallegaron', 'mejores', 'tarifas', 'iberiaaprovachalas', 'visitar', 'espanainformes', 'of', 'puebla', 'tel', 'of', 'tehuacan', 'tel', 'aviajemos', 'juntos', '']","['turismo', 'comercio', 'turismo']",1,1
1432530000000000000,uuum querataro conozcas hermosa sierra gorda esperamos,31/08/2021 02:06,"21.429741235257406, -99.32242911677466",SG,"['uuum', 'querataro', 'conozcas', 'hermosa', 'sierra', 'gorda', 'esperamos']",['turismo'],1,1
1432690000000000000,descubre xilitla huastecapotosina experienciahuasteca jardinsurrealista xilitla experiencia huasteca,31/08/2021 13:19,"21.38586973, -98.98919685",SG,"['descubre', 'xilitla', 'huastecapotosina', 'experienciahuasteca', 'jardinsurrealista', 'xilitla', 'experiencia', 'huasteca']",['turismo'],1,1
1432740000000000000,cascada tamul huasteca potosina maxico ,31/08/2021 16:39,"21.803452452200606, -99.18064041563649",SG,"['cascada', 'tamul', 'huasteca', 'potosina', 'maxico', '']",['turismo'],1,1
1432780000000000000,cascada temporada lluvias xilitla experiencia huasteca,31/08/2021 18:40,"21.38586973, -98.98919685",SG,"['cascada', 'temporada', 'lluvias', 'xilitla', 'experiencia', 'huasteca']","['turismo', 'clima', 'turismo']",1,1
1432840000000000000, ay continua arborizando areas verdes ay ahora toco visitar area verde calle valle umbroso colonia silos slp sanluispotosi ecologia manejoderesiduos,31/08/2021 23:00,"21.514005585725716, -99.17244854746339",SG,"['', 'ay', 'continua', 'arborizando', 'areas', 'verdes', 'ay', 'ahora', 'toco', 'visitar', 'area', 'verde', 'calle', 'valle', 'umbroso', 'colonia', 'silos', 'slp', 'sanluispotosi', 'ecologia', 'manejoderesiduos']","['turismo', 'turismo', 'turismo', 'vial']",2,1
1433050000000000000,maravillas huasteca potosina temporada lluviasreserva xilitla experiencia huasteca,01/09/2021 13:05,"21.38586973, -98.98919685",SG,"['maravillas', 'huasteca', 'potosina', 'temporada', 'lluviasreserva', 'xilitla', 'experiencia', 'huasteca']","['turismo', 'turismo']",2,1
1433260000000000000,ase imaginan poder navegar rio santiago cascada juanacatlanel salto actividades recreativas pesca deportiva restaurantes orilla riotorneos kayak ocotlan juanacatlan usar rio sede competencias ironman etcatera,02/09/2021 02:54,"21.12954212779852, -99.52207948177637",SG,"['ase', 'imaginan', 'poder', 'navegar', 'rio', 'santiago', 'cascada', 'juanacatlanel', 'salto', 'actividades', 'recreativas', 'pesca', 'deportiva', 'restaurantes', 'orilla', 'riotorneos', 'kayak', 'ocotlan', 'juanacatlan', 'usar', 'rio', 'sede', 'competencias', 'ironman', 'etcatera']","['turismo', 'turismo', 'turismo', 'noticia']",2,1
1433270000000000000,plato regional cecina enchiladas rico cafa pan decir sierra gorda hidalgo llegar atravesar mas hermosos paisajes gran barranca llamada san vicente,02/09/2021 03:40,"21.429741235257406, -99.32242911677466",SG,"['plato', 'regional', 'cecina', 'enchiladas', 'rico', 'cafa', 'pan', 'decir', 'sierra', 'gorda', 'hidalgo', 'llegar', 'atravesar', 'mas', 'hermosos', 'paisajes', 'gran', 'barranca', 'llamada', 'san', 'vicente']","['politico', 'turismo', 'turismo']",1,1
1433300000000000000,r pasaste tepeaca diriges pasa visita tehuacan invito comida companeros,02/09/2021 05:12,"18.4664537056607, -97.4000858726468",TC,"['r', 'pasaste', 'tepeaca', 'diriges', 'pasa', 'visita', 'tehuacan', 'invito', 'comida', 'companeros']","['turismo', 'festivo']",1.5,1
1433490000000000000,nubes mirador cuatro palos pinal amoles sympa ig,02/09/2021 17:56,"21.135462521407582, -99.62857016537474",SG,"['nubes', 'mirador', 'cuatro', 'palos', 'pinal', 'amoles', 'sympa', 'ig']",['turismo'],1,1
1433510000000000000,cueva cheve sistemas cuevas mas grandes nivel mundial mejorar acceso seguridad turismo acciones realizadas iniciativaparaeldesarrollo area oportunidad desarrollo ecoturismo oboax,02/09/2021 19:00,"17.852087138501535, -96.79974958099169",TC,"['cueva', 'cheve', 'sistemas', 'cuevas', 'mas', 'grandes', 'nivel', 'mundial', 'mejorar', 'acceso', 'seguridad', 'turismo', 'acciones', 'realizadas', 'iniciativaparaeldesarrollo', 'area', 'oportunidad', 'desarrollo', 'ecoturismo', 'oboax']","['turismo', 'comercio', 'turismo', 'policial', 'turismo', 'turismo', 'turismo']",3,1
1433530000000000000,alguien vista bonita dia hoy coxcatlan miapaa,02/09/2021 20:49,"18.260653248132826, -97.13876688174919",TC,"['alguien', 'vista', 'bonita', 'dia', 'hoy', 'coxcatlan', 'miapaa']",['turismo'],1,1
1433800000000000000,gran esplendor pueblomagico huautla jimanez ofrece inigualable paisaje gran vegetacion armoniosos aromas lugar perfecto vivir experiencia unica naturaleza oaxacalotienetodo,03/09/2021 14:39,"18.13360086241393, -96.84367450303422",TC,"['gran', 'esplendor', 'pueblomagico', 'huautla', 'jimanez', 'ofrece', 'inigualable', 'paisaje', 'gran', 'vegetacion', 'armoniosos', 'aromas', 'lugar', 'perfecto', 'vivir', 'experiencia', 'unica', 'naturaleza', 'oaxacalotienetodo']","['turismo', 'turismo', 'turismo', 'turismo', 'turismo']",5,1
1433820000000000000,inigualable paseo canoa pie cascada reserva xilitla experiencia huasteca,03/09/2021 15:35,"21.38586973, -98.98919685",SG,"['inigualable', 'paseo', 'canoa', 'pie', 'cascada', 'reserva', 'xilitla', 'experiencia', 'huasteca']","['turismo', 'turismo', 'turismo']",3,1
1433820000000000000,salto eyipantla hermosa cascada encuentra san andras tuxtla cascada alimentada rio grande catemaco miveracruz orgulloveracruzano saltodeeyipantla sanandrestuxtla naturaleza aventura visitaveracruz ,03/09/2021 15:57,"21.12954212779852, -99.52207948177637",SG,"['salto', 'eyipantla', 'hermosa', 'cascada', 'encuentra', 'san', 'andras', 'tuxtla', 'cascada', 'alimentada', 'rio', 'grande', 'catemaco', 'miveracruz', 'orgulloveracruzano', 'saltodeeyipantla', 'sanandrestuxtla', 'naturaleza', 'aventura', 'visitaveracruz', '']","['turismo', 'turismo', 'turismo', 'turismo', 'turismo', 'turismo']",6,1
1433830000000000000,amanecer mirador cuatro palos mirador cuatro palos pinal amoles querataro maxicosky photo panoramic mirador cloudy lifestyle summer pinaldeamoles mountain miradordecuatropalos clouds sun sunshine sun,03/09/2021 16:46,"21.135462521407582, -99.62857016537474",SG,"['amanecer', 'mirador', 'cuatro', 'palos', 'mirador', 'cuatro', 'palos', 'pinal', 'amoles', 'querataro', 'maxicosky', 'photo', 'panoramic', 'mirador', 'cloudy', 'lifestyle', 'summer', 'pinaldeamoles', 'mountain', 'miradordecuatropalos', 'clouds', 'sun', 'sunshine', 'sun']","['turismo', 'turismo', 'turismo']",3,1
1433840000000000000,amanecer mirador cuatro palos mirador cuatro palos pinal amoles querataro maxicosky photo panoramic mirador cloudy lifestyle summer pinaldeamoles mountain miradordecuatropalos clouds sun sunshine sunset beautiful querataro,03/09/2021 16:54,"21.135462521407582, -99.62857016537474",SG,"['amanecer', 'mirador', 'cuatro', 'palos', 'mirador', 'cuatro', 'palos', 'pinal', 'amoles', 'querataro', 'maxicosky', 'photo', 'panoramic', 'mirador', 'cloudy', 'lifestyle', 'summer', 'pinaldeamoles', 'mountain', 'miradordecuatropalos', 'clouds', 'sun', 'sunshine', 'sunset', 'beautiful', 'querataro']","['turismo', 'turismo', 'turismo']",3,1
1434160000000000000,buenosdias orgullo natural asi hermosa ve cianega lerma region san pedro tultepec bello lago acompana viaje personas circulan autopista lermatenango ,04/09/2021 14:05,"18.341143583126172, -97.2588191891385",TC,"['buenosdias', 'orgullo', 'natural', 'asi', 'hermosa', 've', 'cianega', 'lerma', 'region', 'san', 'pedro', 'tultepec', 'bello', 'lago', 'acompana', 'viaje', 'personas', 'circulan', 'autopista', 'lermatenango', '']","['turismo', 'turismo', 'festivo', 'turismo', 'turismo', 'social']",3.5,1
1434170000000000000,hoy noche huapango teatro juarez ven disfrutar alma sentimiento sierra gorda xichulenses sierra boletos taquilla,04/09/2021 15:00,"21.429741235257406, -99.32242911677466",SG,"['hoy', 'noche', 'huapango', 'teatro', 'juarez', 'ven', 'disfrutar', 'alma', 'sentimiento', 'sierra', 'gorda', 'xichulenses', 'sierra', 'boletos', 'taquilla']","['turismo', 'turismo', 'turismo', 'turismo']",4,1
1434260000000000000,asi suena sierra gorda guanajuato prueba sonido xichulenses sierra hoy hrs majestuoso teatro juarez manana septiembre,04/09/2021 21:04,"21.429741235257406, -99.32242911677466",SG,"['asi', 'suena', 'sierra', 'gorda', 'guanajuato', 'prueba', 'sonido', 'xichulenses', 'sierra', 'hoy', 'hrs', 'majestuoso', 'teatro', 'juarez', 'manana', 'septiembre']",['turismo'],1,1
1434270000000000000,just posted photo cueva diablo laguna encantada,04/09/2021 21:49,"18.45443608, -95.21304611",SG,"['just', 'posted', 'photo', 'cueva', 'diablo', 'laguna', 'encantada']","['turismo', 'turismo']",2,1
1434290000000000000,lamilla lanzate zona arqueologica ranas carretera vista espectacular,04/09/2021 23:05,"20.948285067933917, -99.62589558088278",SG,"['lamilla', 'lanzate', 'zona', 'arqueologica', 'ranas', 'carretera', 'vista', 'espectacular']","['turismo', 'vial', 'turismo']",1,1
1434320000000000000,gracias festival gastronomico guanajuato sabores invitacion mostrar parte tradicion artesanal sierra gorda,05/09/2021 01:01,"21.429741235257406, -99.32242911677466",SG,"['gracias', 'festival', 'gastronomico', 'guanajuato', 'sabores', 'invitacion', 'mostrar', 'parte', 'tradicion', 'artesanal', 'sierra', 'gorda']","['festivo', 'festivo', 'turismo']",2,1
1434350000000000000,turismo destinos hacer cicloturismo maxico barrancas cobre chihuahua xilitla san luis potosi cara sonriente ojos forma corazon,05/09/2021 03:00,"21.384892713884096, -98.99300715031478",SG,"['turismo', 'destinos', 'hacer', 'cicloturismo', 'maxico', 'barrancas', 'cobre', 'chihuahua', 'xilitla', 'san', 'luis', 'potosi', 'cara', 'sonriente', 'ojos', 'forma', 'corazon']","['turismo', 'turismo', 'turismo']",3,1
1434540000000000000,cascada alturas ven admirala pie cascada parte alta xilitla experiencia huasteca,05/09/2021 15:45,"21.38586973, -98.98919685",SG,"['cascada', 'alturas', 'ven', 'admirala', 'pie', 'cascada', 'parte', 'alta', 'xilitla', 'experiencia', 'huasteca']","['turismo', 'turismo', 'turismo', 'turismo']",4,1
1434650000000000000,pienses mas date escapada sierra gorda qro espera experiencia ecoturistica unicacontactanos whatsapp reservar recorrido lugares naturalessierragorda ecoturismo turismoqro,05/09/2021 22:51,"21.429741235257406, -99.32242911677466",SG,"['pienses', 'mas', 'date', 'escapada', 'sierra', 'gorda', 'qro', 'espera', 'experiencia', 'ecoturistica', 'unicacontactanos', 'whatsapp', 'reservar', 'recorrido', 'lugares', 'naturalessierragorda', 'ecoturismo', 'turismoqro']","['turismo', 'social', 'turismo']",1,1
1435060000000000000,cascada velo novia valle bravo mexico,07/09/2021 01:47,"19.19398, -100.13259",TC,"['cascada', 'velo', 'novia', 'valle', 'bravo', 'mexico']",['turismo'],1,1
1435060000000000000,lugares perrones dias perrones elarmen cascada tamul,07/09/2021 02:12,"22.12696, -100.9100799",SG,"['lugares', 'perrones', 'dias', 'perrones', 'elarmen', 'cascada', 'tamul']",['turismo'],1,1
1435230000000000000, miradorcuatropalos amanecer mirador cuatro palos pinal amoles querataro,07/09/2021 13:00,"21.08033149, -99.66204107",SG,"['', 'miradorcuatropalos', 'amanecer', 'mirador', 'cuatro', 'palos', 'pinal', 'amoles', 'querataro']",['turismo'],1,1
1435230000000000000,sesion fotos aqui maximo arath zumaya munoz xilitla experiencia huasteca,07/09/2021 13:03,"21.38586973, -98.98919685",SG,"['sesion', 'fotos', 'aqui', 'maximo', 'arath', 'zumaya', 'munoz', 'xilitla', 'experiencia', 'huasteca']",['turismo'],1,1
1435240000000000000,buenosdias pueblomagico xilitla sanluispotosi encuentra jardin surrealista edward james destino lleno magia cultura naturaleza aventura aya conoces turismo destino viajeros maxico,07/09/2021 14:00,"21.384892713884096, -98.99300715031478",SG,"['buenosdias', 'pueblomagico', 'xilitla', 'sanluispotosi', 'encuentra', 'jardin', 'surrealista', 'edward', 'james', 'destino', 'lleno', 'magia', 'cultura', 'naturaleza', 'aventura', 'aya', 'conoces', 'turismo', 'destino', 'viajeros', 'maxico']","['turismo', 'turismo', 'festivo', 'turismo', 'turismo', 'turismo', 'turismo', 'turismo']",7.5,1
